epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
150,1001.81,0.60453,0.30752,0.86497,0.99125,0.99143,0.99496,0.8119,0.59577,0.26225,0.8024,0.0005083,0.0005083,0.0005083
151,1008.47,0.61738,0.31138,0.8658,0.99106,0.99228,0.99497,0.81193,0.5834,0.25943,0.79573,0.000505,0.000505,0.000505
152,1015.14,0.61071,0.30764,0.86522,0.99172,0.98935,0.99495,0.81096,0.58934,0.26553,0.79959,0.0005017,0.0005017,0.0005017
153,1021.73,0.6014,0.3044,0.86238,0.98505,0.99207,0.99491,0.80038,0.61449,0.27193,0.80308,0.0004984,0.0004984,0.0004984
154,1028.39,0.61347,0.3104,0.86959,0.99043,0.99623,0.99493,0.81293,0.58463,0.26177,0.80001,0.0004951,0.0004951,0.0004951
155,1035.18,0.60242,0.30516,0.86324,0.99168,0.99281,0.99497,0.81294,0.59001,0.26649,0.80463,0.0004918,0.0004918,0.0004918
156,1041.9,0.60337,0.30721,0.86305,0.99106,0.99212,0.99475,0.8162,0.57575,0.25969,0.80156,0.0004885,0.0004885,0.0004885
157,1048.68,0.61045,0.30737,0.86576,0.99036,0.9929,0.99465,0.81487,0.5857,0.26458,0.80342,0.0004852,0.0004852,0.0004852
158,1055.5,0.61176,0.30788,0.86462,0.98929,0.99261,0.99455,0.80797,0.59489,0.26974,0.80298,0.0004819,0.0004819,0.0004819
159,1062.45,0.61195,0.30649,0.86479,0.99039,0.99334,0.99456,0.81223,0.58617,0.2626,0.80283,0.0004786,0.0004786,0.0004786
160,1069.19,0.60036,0.30219,0.8628,0.98964,0.9946,0.99453,0.81507,0.58918,0.26061,0.80059,0.0004753,0.0004753,0.0004753
161,1076.05,0.60435,0.3036,0.86088,0.99017,0.99444,0.99456,0.81151,0.59777,0.2573,0.80287,0.000472,0.000472,0.000472
162,1082.87,0.60748,0.30711,0.86613,0.9904,0.99395,0.9946,0.81109,0.60268,0.26275,0.80357,0.0004687,0.0004687,0.0004687
163,1089.54,0.59545,0.30241,0.86047,0.99029,0.99272,0.9948,0.81179,0.59333,0.26139,0.7993,0.0004654,0.0004654,0.0004654
164,1096.24,0.60585,0.30578,0.86522,0.98841,0.99352,0.99465,0.81818,0.58446,0.25954,0.79849,0.0004621,0.0004621,0.0004621
165,1102.94,0.60055,0.30416,0.86333,0.9891,0.99333,0.99468,0.81316,0.59952,0.26299,0.79567,0.0004588,0.0004588,0.0004588
166,1109.54,0.60107,0.30018,0.85985,0.98851,0.9933,0.99488,0.81416,0.59463,0.26392,0.79318,0.0004555,0.0004555,0.0004555
167,1116.21,0.60689,0.30339,0.86511,0.98705,0.99385,0.99459,0.81786,0.57494,0.25628,0.793,0.0004522,0.0004522,0.0004522
168,1122.94,0.59761,0.3013,0.86252,0.98974,0.99473,0.99457,0.81153,0.59018,0.26215,0.79405,0.0004489,0.0004489,0.0004489
169,1129.75,0.59187,0.29988,0.86012,0.98876,0.99241,0.99455,0.81426,0.59413,0.2611,0.8003,0.0004456,0.0004456,0.0004456
170,1136.61,0.59988,0.30103,0.86019,0.98853,0.9926,0.99459,0.8174,0.57498,0.25847,0.79712,0.0004423,0.0004423,0.0004423
171,1143.47,0.59574,0.29867,0.86033,0.98981,0.99543,0.99457,0.81834,0.56928,0.25554,0.79127,0.000439,0.000439,0.000439
172,1150.32,0.59596,0.29856,0.85997,0.99017,0.99447,0.99485,0.82005,0.58105,0.25788,0.79324,0.0004357,0.0004357,0.0004357
173,1157.19,0.60493,0.30374,0.8647,0.98894,0.99138,0.99488,0.81582,0.57496,0.25805,0.80154,0.0004324,0.0004324,0.0004324
174,1164,0.59295,0.29965,0.85934,0.98997,0.99692,0.99488,0.81932,0.57262,0.25695,0.79867,0.0004291,0.0004291,0.0004291
175,1170.88,0.60002,0.30002,0.86142,0.98988,0.99707,0.99485,0.81278,0.57116,0.25152,0.79725,0.0004258,0.0004258,0.0004258
176,1177.61,0.60338,0.29999,0.86518,0.99021,0.99583,0.99487,0.8208,0.5657,0.24831,0.7976,0.0004225,0.0004225,0.0004225
177,1184.36,0.60505,0.30162,0.863,0.99004,0.99148,0.99488,0.81531,0.58761,0.2614,0.79844,0.0004192,0.0004192,0.0004192
178,1191.15,0.59027,0.29857,0.86113,0.99079,0.99238,0.99491,0.81607,0.57799,0.25794,0.79229,0.0004159,0.0004159,0.0004159
179,1197.97,0.59429,0.2989,0.86116,0.98995,0.9951,0.99489,0.81725,0.57322,0.25494,0.79703,0.0004126,0.0004126,0.0004126
180,1204.76,0.58629,0.29753,0.85999,0.99005,0.99525,0.99452,0.81631,0.5869,0.25872,0.80126,0.0004093,0.0004093,0.0004093
181,1211.56,0.59085,0.29407,0.86168,0.99006,0.99308,0.99453,0.81655,0.58209,0.25545,0.8021,0.000406,0.000406,0.000406
182,1218.39,0.59046,0.29679,0.8602,0.98984,0.99211,0.99445,0.81454,0.58068,0.25557,0.80074,0.0004027,0.0004027,0.0004027
183,1225.18,0.59272,0.30016,0.8659,0.99146,0.99131,0.99488,0.81318,0.5753,0.25494,0.79771,0.0003994,0.0003994,0.0003994
184,1231.99,0.5877,0.29567,0.86,0.9908,0.99438,0.99485,0.81511,0.58456,0.25556,0.7925,0.0003961,0.0003961,0.0003961
185,1238.74,0.58292,0.29259,0.85992,0.99039,0.993,0.99483,0.81829,0.57346,0.25359,0.7932,0.0003928,0.0003928,0.0003928
186,1245.53,0.58684,0.29473,0.86111,0.99072,0.99159,0.99486,0.81261,0.57964,0.25524,0.79707,0.0003895,0.0003895,0.0003895
187,1252.33,0.58497,0.29152,0.86017,0.98996,0.98934,0.99484,0.81376,0.58671,0.25702,0.80004,0.0003862,0.0003862,0.0003862
188,1259.12,0.57655,0.2899,0.85571,0.98999,0.99407,0.99485,0.81392,0.58794,0.2566,0.80057,0.0003829,0.0003829,0.0003829
189,1266.02,0.58181,0.29245,0.85642,0.98941,0.99002,0.9949,0.81153,0.58883,0.25925,0.80056,0.0003796,0.0003796,0.0003796
190,1272.88,0.58484,0.29392,0.85917,0.99001,0.99236,0.99492,0.81666,0.57889,0.25647,0.79645,0.0003763,0.0003763,0.0003763
191,1279.58,0.58002,0.29105,0.8578,0.99062,0.99538,0.9949,0.8184,0.57729,0.25476,0.79655,0.000373,0.000373,0.000373
192,1286.42,0.58926,0.29475,0.86192,0.99003,0.99464,0.99484,0.81598,0.58153,0.2561,0.79907,0.0003697,0.0003697,0.0003697
193,1293.25,0.58258,0.2918,0.85921,0.98805,0.99528,0.99486,0.80946,0.5905,0.2572,0.79996,0.0003664,0.0003664,0.0003664
194,1299.99,0.58343,0.29128,0.8571,0.99088,0.99531,0.99492,0.82013,0.57692,0.25291,0.79622,0.0003631,0.0003631,0.0003631
195,1306.79,0.57439,0.28908,0.85835,0.9865,0.9935,0.99491,0.81815,0.57943,0.25226,0.79659,0.0003598,0.0003598,0.0003598
196,1313.63,0.57894,0.29195,0.85962,0.98861,0.99468,0.99489,0.81534,0.58085,0.25187,0.80009,0.0003565,0.0003565,0.0003565
197,1320.45,0.58384,0.29364,0.8585,0.98806,0.99375,0.9949,0.81835,0.57904,0.25456,0.80041,0.0003532,0.0003532,0.0003532
198,1327.31,0.57139,0.28997,0.85845,0.98668,0.99332,0.99492,0.81216,0.58726,0.25572,0.80101,0.0003499,0.0003499,0.0003499
199,1334.08,0.58703,0.29419,0.85955,0.9889,0.99395,0.99469,0.81597,0.57993,0.24969,0.79888,0.0003466,0.0003466,0.0003466
200,1340.99,0.5715,0.28852,0.85609,0.9886,0.99716,0.99499,0.81988,0.57353,0.25111,0.79089,0.0003433,0.0003433,0.0003433
201,1347.94,0.57729,0.28952,0.85709,0.98795,0.99167,0.99498,0.81488,0.58534,0.25174,0.7925,0.00034,0.00034,0.00034
202,1354.94,0.57166,0.28773,0.85671,0.98892,0.99021,0.99493,0.81616,0.58456,0.25338,0.79341,0.0003367,0.0003367,0.0003367
203,1361.68,0.58053,0.29223,0.86004,0.99,0.99003,0.99497,0.81296,0.58214,0.25329,0.79763,0.0003334,0.0003334,0.0003334
204,1368.52,0.56953,0.2883,0.85638,0.98973,0.98757,0.99494,0.80904,0.59353,0.26001,0.7981,0.0003301,0.0003301,0.0003301
205,1375.25,0.57268,0.28972,0.8546,0.98745,0.99113,0.99492,0.81591,0.5822,0.25307,0.7915,0.0003268,0.0003268,0.0003268
206,1382.06,0.57094,0.28608,0.85663,0.98675,0.99396,0.99492,0.81289,0.58308,0.25049,0.79107,0.0003235,0.0003235,0.0003235
207,1388.78,0.57161,0.28551,0.85613,0.98735,0.98739,0.99462,0.81298,0.57828,0.25294,0.79268,0.0003202,0.0003202,0.0003202
208,1395.53,0.57696,0.28731,0.85672,0.98697,0.9929,0.99471,0.81594,0.57659,0.25195,0.7895,0.0003169,0.0003169,0.0003169
209,1402.32,0.56581,0.28316,0.85447,0.99033,0.99405,0.99493,0.81572,0.57876,0.2528,0.79162,0.0003136,0.0003136,0.0003136
210,1409.09,0.57183,0.28493,0.85527,0.98966,0.99459,0.99488,0.81987,0.56868,0.24797,0.79021,0.0003103,0.0003103,0.0003103
211,1416.07,0.57059,0.28676,0.85775,0.98952,0.99131,0.99494,0.82021,0.56843,0.24923,0.78974,0.000307,0.000307,0.000307
212,1422.93,0.57043,0.2874,0.85549,0.98875,0.99383,0.99495,0.81913,0.57946,0.25192,0.79234,0.0003037,0.0003037,0.0003037
213,1429.77,0.56371,0.28499,0.85419,0.98978,0.9936,0.99495,0.81881,0.57998,0.25172,0.7905,0.0003004,0.0003004,0.0003004
214,1436.58,0.56552,0.28578,0.85421,0.98945,0.99596,0.99497,0.81936,0.57974,0.25028,0.78899,0.0002971,0.0002971,0.0002971
215,1443.25,0.56471,0.28303,0.85366,0.98984,0.99344,0.99497,0.81836,0.57936,0.25198,0.79014,0.0002938,0.0002938,0.0002938
216,1449.87,0.56019,0.28072,0.85366,0.98748,0.99511,0.99496,0.81748,0.57599,0.25423,0.78724,0.0002905,0.0002905,0.0002905
217,1456.53,0.56861,0.28521,0.85437,0.98877,0.99241,0.99467,0.81898,0.57194,0.25406,0.78783,0.0002872,0.0002872,0.0002872
218,1463.08,0.56188,0.28207,0.85432,0.98997,0.9921,0.99463,0.81517,0.5786,0.25307,0.78736,0.0002839,0.0002839,0.0002839
219,1469.83,0.56005,0.28245,0.85266,0.99075,0.99247,0.99489,0.81713,0.56811,0.25256,0.7858,0.0002806,0.0002806,0.0002806
220,1476.57,0.56954,0.28467,0.85666,0.98945,0.99435,0.99461,0.8202,0.56477,0.25034,0.78212,0.0002773,0.0002773,0.0002773
221,1483.3,0.56192,0.28093,0.85384,0.98899,0.99602,0.99461,0.82143,0.56171,0.24795,0.78006,0.000274,0.000274,0.000274
222,1489.87,0.56287,0.28388,0.85271,0.98904,0.99696,0.9949,0.82232,0.5641,0.24927,0.78477,0.0002707,0.0002707,0.0002707
223,1496.51,0.55911,0.28144,0.85275,0.98881,0.99518,0.99491,0.82028,0.56774,0.24962,0.78532,0.0002674,0.0002674,0.0002674
224,1503.02,0.55886,0.28191,0.85365,0.98756,0.99317,0.99492,0.8187,0.57523,0.25283,0.78768,0.0002641,0.0002641,0.0002641
225,1509.56,0.56075,0.27989,0.85466,0.98644,0.99229,0.9947,0.81768,0.57591,0.25123,0.78924,0.0002608,0.0002608,0.0002608
226,1516.11,0.55058,0.27596,0.84865,0.98987,0.99087,0.99465,0.8195,0.57269,0.25007,0.79261,0.0002575,0.0002575,0.0002575
227,1522.67,0.55516,0.28059,0.84879,0.99038,0.99161,0.99496,0.81877,0.57833,0.24989,0.79458,0.0002542,0.0002542,0.0002542
228,1529.19,0.55077,0.27769,0.85216,0.99076,0.99227,0.99496,0.82194,0.57454,0.248,0.78914,0.0002509,0.0002509,0.0002509
229,1535.75,0.55745,0.27837,0.85178,0.98982,0.99515,0.99472,0.82111,0.57316,0.24877,0.78735,0.0002476,0.0002476,0.0002476
230,1542.38,0.55642,0.27829,0.85069,0.99054,0.99597,0.99496,0.81809,0.57987,0.24868,0.7879,0.0002443,0.0002443,0.0002443
231,1548.94,0.55295,0.27849,0.85263,0.99035,0.99525,0.99495,0.81777,0.57612,0.24912,0.78811,0.000241,0.000241,0.000241
232,1555.53,0.55842,0.27938,0.85015,0.98998,0.99505,0.99468,0.81885,0.57556,0.24831,0.78879,0.0002377,0.0002377,0.0002377
233,1562.14,0.55148,0.27731,0.85221,0.98962,0.99345,0.99467,0.81809,0.57456,0.24841,0.79171,0.0002344,0.0002344,0.0002344
234,1568.8,0.55351,0.27677,0.85075,0.99056,0.99278,0.99494,0.81645,0.58028,0.24974,0.79524,0.0002311,0.0002311,0.0002311
235,1575.47,0.55318,0.2771,0.85072,0.99042,0.99369,0.99493,0.81722,0.58031,0.25031,0.79563,0.0002278,0.0002278,0.0002278
236,1582.12,0.54952,0.27485,0.85197,0.98969,0.99392,0.99494,0.8189,0.57701,0.24861,0.79374,0.0002245,0.0002245,0.0002245
237,1588.64,0.54945,0.27575,0.84725,0.9888,0.99301,0.99495,0.81874,0.57158,0.24639,0.79296,0.0002212,0.0002212,0.0002212
238,1595.26,0.5426,0.27494,0.85011,0.99018,0.99591,0.99495,0.82111,0.56959,0.24697,0.79346,0.0002179,0.0002179,0.0002179
239,1601.86,0.54337,0.27398,0.85182,0.99046,0.99559,0.99496,0.82143,0.57088,0.24541,0.79676,0.0002146,0.0002146,0.0002146
240,1608.4,0.54713,0.27478,0.84946,0.99055,0.99481,0.99498,0.81781,0.57478,0.24767,0.7985,0.0002113,0.0002113,0.0002113
241,1614.94,0.55405,0.27671,0.84896,0.9908,0.99307,0.99498,0.81959,0.57163,0.24653,0.79803,0.000208,0.000208,0.000208
242,1621.53,0.5485,0.2729,0.84941,0.99064,0.99411,0.99498,0.81749,0.57332,0.24418,0.79875,0.0002047,0.0002047,0.0002047
243,1628.03,0.54918,0.27554,0.85251,0.99059,0.99371,0.99497,0.82096,0.56621,0.24027,0.79437,0.0002014,0.0002014,0.0002014
244,1634.72,0.55392,0.27663,0.85329,0.99062,0.99381,0.99497,0.82242,0.56768,0.24448,0.78808,0.0001981,0.0001981,0.0001981
245,1641.24,0.55212,0.27708,0.85022,0.99061,0.99329,0.99497,0.82113,0.56996,0.24535,0.78784,0.0001948,0.0001948,0.0001948
246,1647.8,0.54872,0.27582,0.85427,0.98999,0.99366,0.99471,0.81904,0.57324,0.24636,0.78931,0.0001915,0.0001915,0.0001915
247,1654.37,0.53922,0.27026,0.84884,0.99027,0.99461,0.99495,0.81983,0.5695,0.24414,0.7891,0.0001882,0.0001882,0.0001882
248,1660.92,0.54383,0.27373,0.84972,0.99044,0.99628,0.99495,0.82051,0.56614,0.24115,0.78792,0.0001849,0.0001849,0.0001849
249,1667.58,0.54845,0.274,0.851,0.99047,0.99663,0.99493,0.82107,0.567,0.24108,0.7877,0.0001816,0.0001816,0.0001816
250,1674.21,0.54482,0.27232,0.84975,0.99007,0.99624,0.99491,0.82033,0.57058,0.24392,0.78798,0.0001783,0.0001783,0.0001783
251,1680.87,0.53822,0.27149,0.85011,0.98972,0.99532,0.99465,0.82005,0.56871,0.2425,0.78776,0.000175,0.000175,0.000175
252,1687.54,0.54184,0.2738,0.84739,0.98965,0.99568,0.99466,0.82065,0.56675,0.24623,0.7851,0.0001717,0.0001717,0.0001717
253,1694.23,0.53966,0.27201,0.84774,0.98974,0.99517,0.99467,0.82057,0.56604,0.24705,0.78437,0.0001684,0.0001684,0.0001684
254,1700.83,0.54271,0.27102,0.84869,0.99003,0.99616,0.99495,0.8233,0.55957,0.24277,0.78418,0.0001651,0.0001651,0.0001651
255,1707.43,0.53784,0.27132,0.84858,0.9901,0.9963,0.99495,0.82368,0.55906,0.24349,0.78204,0.0001618,0.0001618,0.0001618
256,1714.04,0.53566,0.26993,0.84944,0.99013,0.99527,0.99473,0.82397,0.55951,0.24433,0.78098,0.0001585,0.0001585,0.0001585
257,1720.66,0.54871,0.27268,0.85166,0.99055,0.9965,0.99499,0.82458,0.55731,0.24361,0.77987,0.0001552,0.0001552,0.0001552
258,1727.17,0.53579,0.26882,0.84775,0.99042,0.99745,0.99498,0.82428,0.55921,0.24269,0.77806,0.0001519,0.0001519,0.0001519
259,1733.66,0.53596,0.26649,0.84472,0.99011,0.99735,0.99499,0.8249,0.55932,0.24394,0.77625,0.0001486,0.0001486,0.0001486
260,1740.17,0.5375,0.26898,0.8482,0.98994,0.99723,0.99475,0.82382,0.56133,0.24447,0.77844,0.0001453,0.0001453,0.0001453
261,1746.7,0.53243,0.26791,0.84956,0.98927,0.99718,0.99475,0.82385,0.56208,0.24511,0.77943,0.000142,0.000142,0.000142
262,1753.2,0.53652,0.26958,0.84638,0.98984,0.99727,0.99476,0.82239,0.56479,0.24534,0.78225,0.0001387,0.0001387,0.0001387
263,1759.77,0.53808,0.27052,0.84966,0.98991,0.99764,0.99476,0.82408,0.56495,0.24272,0.7833,0.0001354,0.0001354,0.0001354
264,1766.41,0.53828,0.26951,0.84938,0.98988,0.99744,0.99475,0.82338,0.56354,0.2449,0.78267,0.0001321,0.0001321,0.0001321
265,1773.14,0.53529,0.2696,0.84821,0.98984,0.9974,0.99475,0.8228,0.56673,0.24662,0.78186,0.0001288,0.0001288,0.0001288
266,1779.71,0.54,0.27098,0.85286,0.98987,0.99722,0.99475,0.8231,0.56246,0.24629,0.78148,0.0001255,0.0001255,0.0001255
267,1786.42,0.52781,0.2668,0.84679,0.98985,0.99726,0.99474,0.82357,0.56386,0.24523,0.78117,0.0001222,0.0001222,0.0001222
268,1793.14,0.52598,0.26637,0.84418,0.98985,0.99746,0.99473,0.82297,0.56489,0.2448,0.7813,0.0001189,0.0001189,0.0001189
269,1799.78,0.53026,0.26576,0.84812,0.98987,0.99731,0.99473,0.82262,0.56666,0.24402,0.78106,0.0001156,0.0001156,0.0001156
270,1806.33,0.53313,0.2666,0.84927,0.98986,0.9974,0.99473,0.8216,0.57058,0.24567,0.78173,0.0001123,0.0001123,0.0001123
271,1812.94,0.53528,0.26802,0.85067,0.98995,0.99707,0.99473,0.82058,0.5729,0.24495,0.78315,0.000109,0.000109,0.000109
272,1819.53,0.53247,0.26922,0.84808,0.98995,0.99751,0.99474,0.82299,0.56872,0.24201,0.78392,0.0001057,0.0001057,0.0001057
273,1826.06,0.53355,0.26726,0.8491,0.98992,0.99723,0.99473,0.82247,0.56878,0.24467,0.78563,0.0001024,0.0001024,0.0001024
274,1832.6,0.53002,0.26639,0.847,0.98985,0.99738,0.99473,0.82247,0.56884,0.24357,0.78681,9.91e-05,9.91e-05,9.91e-05
275,1839.22,0.53317,0.26466,0.84638,0.98986,0.99714,0.99473,0.8236,0.56802,0.24391,0.78665,9.58e-05,9.58e-05,9.58e-05
276,1845.73,0.52688,0.26276,0.84605,0.98985,0.99692,0.99473,0.82308,0.56652,0.24432,0.78638,9.25e-05,9.25e-05,9.25e-05
277,1852.28,0.52445,0.26324,0.84602,0.98987,0.99643,0.99473,0.82214,0.56932,0.24129,0.78697,8.92e-05,8.92e-05,8.92e-05
278,1858.88,0.52295,0.26379,0.84696,0.98988,0.99616,0.99473,0.82368,0.56869,0.2432,0.78682,8.59e-05,8.59e-05,8.59e-05
279,1865.47,0.53149,0.26626,0.84955,0.9899,0.99611,0.99473,0.82417,0.56782,0.24347,0.78562,8.26e-05,8.26e-05,8.26e-05
280,1872.04,0.52267,0.26366,0.84457,0.98986,0.99622,0.99473,0.82441,0.56782,0.24365,0.78544,7.93e-05,7.93e-05,7.93e-05
281,1878.76,0.52671,0.26396,0.84621,0.98982,0.9963,0.99474,0.82311,0.5687,0.24235,0.7855,7.6e-05,7.6e-05,7.6e-05
282,1885.46,0.52217,0.2614,0.84595,0.98979,0.99671,0.99474,0.82327,0.56534,0.24267,0.78555,7.27e-05,7.27e-05,7.27e-05
283,1892.19,0.51876,0.26334,0.84609,0.98945,0.99688,0.99475,0.82253,0.56497,0.24344,0.78543,6.94e-05,6.94e-05,6.94e-05
284,1898.76,0.53097,0.26436,0.84427,0.98968,0.997,0.99474,0.82469,0.56538,0.24257,0.78542,6.61e-05,6.61e-05,6.61e-05
285,1905.39,0.52755,0.26388,0.84851,0.98957,0.99733,0.99475,0.82411,0.56602,0.24246,0.78619,6.28e-05,6.28e-05,6.28e-05
286,1911.95,0.5175,0.26042,0.84389,0.98955,0.99736,0.99474,0.82315,0.56652,0.24212,0.78635,5.95e-05,5.95e-05,5.95e-05
287,1918.49,0.52363,0.26221,0.84415,0.98953,0.99735,0.99474,0.82403,0.56684,0.24128,0.78625,5.62e-05,5.62e-05,5.62e-05
288,1925.01,0.52177,0.26218,0.84592,0.98975,0.99724,0.99474,0.82392,0.56491,0.24267,0.78652,5.29e-05,5.29e-05,5.29e-05
289,1931.51,0.52258,0.26052,0.84782,0.98977,0.99725,0.99474,0.82445,0.56519,0.2424,0.78656,4.96e-05,4.96e-05,4.96e-05
290,1938.02,0.52028,0.26209,0.84414,0.98975,0.99708,0.99474,0.82416,0.56515,0.24426,0.78648,4.63e-05,4.63e-05,4.63e-05
291,1962.32,0.5342,0.24587,0.81389,0.99002,0.99408,0.99474,0.82238,0.56472,0.24401,0.78655,4.3e-05,4.3e-05,4.3e-05
292,1968.87,0.5273,0.24231,0.81119,0.99025,0.99285,0.99475,0.82097,0.5674,0.24195,0.78705,3.97e-05,3.97e-05,3.97e-05
293,1975.28,0.52456,0.2417,0.81104,0.98836,0.99262,0.99475,0.8178,0.56927,0.24197,0.78765,3.64e-05,3.64e-05,3.64e-05
294,1981.69,0.52894,0.24285,0.81353,0.98863,0.99121,0.99475,0.81827,0.57158,0.24327,0.78821,3.31e-05,3.31e-05,3.31e-05
295,1988.18,0.52829,0.24315,0.8126,0.98843,0.99102,0.99475,0.819,0.5712,0.2443,0.78814,2.98e-05,2.98e-05,2.98e-05
296,1994.71,0.52488,0.24214,0.8135,0.98831,0.99182,0.995,0.81848,0.57063,0.24227,0.78829,2.65e-05,2.65e-05,2.65e-05
297,2001.24,0.51998,0.23945,0.81114,0.98815,0.99189,0.995,0.81849,0.57109,0.24358,0.78838,2.32e-05,2.32e-05,2.32e-05
298,2007.79,0.52026,0.23935,0.81107,0.98779,0.99253,0.995,0.81764,0.57199,0.24368,0.78826,1.99e-05,1.99e-05,1.99e-05
299,2014.35,0.51934,0.24028,0.81194,0.98779,0.99183,0.99495,0.81824,0.57083,0.24325,0.78805,1.66e-05,1.66e-05,1.66e-05
300,2020.75,0.52054,0.24006,0.80905,0.98833,0.991,0.99495,0.81815,0.57018,0.24347,0.78806,1.33e-05,1.33e-05,1.33e-05
